기간	지역	월별	발생	발생	발생	발생	소실	소실	소실	피해액	피해액	피해액	재산피해경감액	인명피해	인명피해	인명피해	이재민수	구조인원
2015	광진구	9월	16	14	-	2	-	-	13	6,488	3,010	3,478	376,878	-	-	-	-	-
2015	광진구	10월	24	21	-	3	3	-	72.4	64,006	11,011	52,995	1,035,372	2	-	2	-	-
2015	광진구	11월	20	18	-	2	-	-	5	24,157	5,869	18,288	2,745,522	2	-	2	-	-
2015	광진구	12월	19	16	1	2	-	-	138.9	75,813	39,010	36,803	4,156,197	-	-	-	-	-
2015	동대문구	계	223	189	10	24	8	2	646.08	486,322	111,844	374,478	11,391,878	18	1	17	4	1
2015	동대문구	1월	17	17	-	-	1	-	24	13,701	4,721	8,980	1,152,538	2	-	2	-	-
2015	동대문구	2월	24	23	1	-	2	1	99.08	258,269	15,682	242,587	86,505	2	-	2	4	-
2015	동대문구	3월	27	20	1	6	2	-	253	20,683	4,555	16,128	1,092,729	3	-	3	-	-
2015	동대문구	4월	18	13	-	5	-	1	32	17,903	6,217	11,686	262,336	2	-	2	-	-
2015	동대문구	5월	24	14	5	5	1	-	87	57,163	22,367	34,796	1,322,384	1	1	-	-	-
2015	동대문구	6월	18	16	1	1	1	-	8	4,515	1,522	2,993	3,853,772	-	-	-	-	-
2015	동대문구	7월	18	17	-	1	1	-	10	18,116	9,269	8,847	680,823	-	-	-	-	-
2015	동대문구	8월	16	14	1	1	-	-	3	6,765	2,113	4,652	729,291	2	-	2	-	-
2015	동대문구	9월	18	14	-	4	-	-	91	68,618	37,834	30,784	636,011	4	-	4	-	-
2015	동대문구	10월	13	12	-	1	-	-	3	2,854	1,362	1,492	961,645	-	-	-	-	-
2015	동대문구	11월	11	11	-	-	-	-	6	9,218	3,816	5,402	409,312	-	-	-	-	1
2015	동대문구	12월	19	18	1	-	-	-	30	8,517	2,386	6,131	204,532	2	-	2	-	-
2015	중랑구	계	175	142	4	29	32	1	1,488.5	345,185	129,751	215,434	22,827,979	15	-	15	4	20
2015	중랑구	1월	16	14	-	2	-	-	10	7,346	3,871	3,475	-	1	-	1	-	-
2015	중랑구	2월	14	13	-	1	7	-	40	34,900	10,303	24,597	1,934,121	2	-	2	-	-
2015	중랑구	3월	11	7	1	3	4	-	109	49,550	10,777	38,773	844,999	1	-	1	-	2
2015	중랑구	4월	11	9	-	2	2	-	3.5	7,860	1,318	6,542	13,499,710	-	-	-	-	-
2015	중랑구	5월	23	20	-	3	4	-	346	98,015	56,941	41,074	4,228,931	1	-	1	-	-
2015	중랑구	6월	15	12	-	3	3	-	882	40,209	17,336	22,873	173,722	1	-	1	-	15
2015	중랑구	7월	15	10	1	4	3	1	20	18,381	9,777	8,604	98,345	4	-	4	4	3
2015	중랑구	8월	10	10	-	-	-	-	2	3,268	378	2,890	7,157	2	-	2	-	-
2015	중랑구	9월	12	8	2	2	2	-	15	14,382	6,418	7,964	284,743	1	-	1	-	-
2015	중랑구	10월	23	19	-	4	3	-	37	39,282	3,934	35,348	47,893	2	-	2	-	-
2015	중랑구	11월	11	10	-	1	2	-	1	15,410	2,907	12,503	775,030	-	-	-	-	-
2015	중랑구	12월	14	10	-	4	2	-	23	16,582	5,791	10,791	933,328	-	-	-	-	-
2015	성북구	계	151	124	6	21	45	3	677.24	463,343	243,513	219,830	9,816,437	11	2	9	4	17
2015	성북구	1월	14	9	4	1	4	1	13.3	7,691	3,756	3,935	239,558	1	1	-	1	1
2015	성북구	2월	8	5	-	3	1	-	8.3	7,156	1,796	5,360	13,056	-	-	-	-	-
2015	성북구	3월	20	17	-	3	8	2	87.5	79,046	15,494	63,552	2,168,024	1	1	-	3	-
2015	성북구	4월	14	13	-	1	1	-	30	7,943	4,478	3,465	59,315	-	-	-	-	-
2015	성북구	5월	11	9	-	2	2	-	20	8,430	2,897	5,533	123,129	-	-	-	-	-
2015	성북구	6월	8	8	-	-	3	-	3.3	2,909	2,055	854	206,276	-	-	-	-	-
2015	성북구	7월	11	6	2	3	6	-	185.24	237,079	161,067	76,012	935,507	2	-	2	-	-
2015	성북구	8월	16	13	-	3	5	-	3	26,425	5,102	21,323	995,593	-	-	-	-	-
2015	성북구	9월	9	8	-	1	3	-	140	23,781	14,836	8,945	308,273	4	-	4	-	4
2015	성북구	10월	10	10	-	-	2	-	20	8,876	3,420	5,456	68,108	1	-	1	-	-
2015	성북구	11월	12	11	-	1	4	-	100	10,284	7,713	2,571	95,822	-	-	-	-	-
2015	성북구	12월	18	15	-	3	6	-	66.6	43,723	20,899	22,824	4,603,776	2	-	2	-	12
2015	강북구	계	178	156	7	15	61	-	520.48	593,257	152,011	441,246	4,769,835	13	1	12	-	-
2015	강북구	1월	13	12	-	1	5	-	23	48,797	8,903	39,894	281,731	-	-	-	-	-
2015	강북구	2월	13	12	1	-	4	-	30	3,452	1,584	1,868	116,940	3	-	3	-	-
2015	강북구	3월	15	11	2	2	7	-	73.8	154,957	33,069	121,888	1,121,111	-	-	-	-	-
2015	강북구	4월	23	20	-	3	11	-	136	77,268	33,636	43,632	786,291	4	1	3	-	-
2015	강북구	5월	14	13	1	-	6	-	41	32,546	10,375	22,171	162,114	-	-	-	-	-
2015	강북구	6월	9	8	1	-	6	-	16.5	11,568	5,570	5,998	293,987	-	-	-	-	-
2015	강북구	7월	13	11	1	1	5	-	55	34,137	17,337	16,800	563,086	3	-	3	-	-
2015	강북구	8월	19	18	1	-	6	-	17.2	18,598	9,979	8,619	500,371	-	-	-	-	-
2015	강북구	9월	15	13	-	2	2	-	10	11,211	3,524	7,687	22,573	-	-	-	-	-
2015	강북구	10월	13	11	-	2	4	-	10	14,694	3,884	10,810	119,313	-	-	-	-	-
2015	강북구	11월	14	13	-	1	2	-	23.98	164,402	7,626	156,776	596,815	2	-	2	-	-
2015	강북구	12월	17	14	-	3	3	-	84	21,627	16,524	5,103	205,503	1	-	1	-	-
2015	도봉구	계	188	174	6	8	11	9	1,428.52	644,091	320,265	323,826	16,227,655	16	3	13	23	33
2015	도봉구	1월	19	17	2	-	2	1	416	83,265	49,709	33,556	9,434,930	2	-	2	4	5
2015	도봉구	2월	8	8	-	-	-	1	26.8	8,313	3,117	5,196	123,267	-	-	-	2	-
2015	도봉구	3월	16	15	1	-	-	-	36.3	21,426	11,552	9,874	1,286,668	3	-	3	-	4
2015	도봉구	4월	18	18	-	-	-	-	3.3	6,735	2,869	3,866	820,206	-	-	-	-	-
2015	도봉구	5월	21	19	1	1	-	-	169.08	69,472	40,813	28,659	82,615	-	-	-	-	1
2015	도봉구	6월	12	11	-	1	-	1	106.6	4,206	1,553	2,653	15	2	-	2	1	4
2015	도봉구	7월	18	17	-	1	-	-	-	7,521	5,785	1,736	363	-	-	-	-	-
2015	도봉구	8월	17	16	-	1	-	-	29.9	16,916	10,502	6,414	603,698	-	-	-	-	-
2015	도봉구	9월	21	20	-	1	-	-	3.3	4,017	859	3,158	215	-	-	-	-	-
2015	도봉구	10월	16	13	1	2	4	5	425.48	309,797	120,915	188,882	635,249	1	1	-	12	1
2015	도봉구	11월	10	10	-	-	3	1	108.46	85,688	49,738	35,950	326,647	7	1	6	4	13
2015	도봉구	12월	12	10	1	1	2	-	103.3	26,735	22,853	3,882	2,913,782	1	1	-	-	5
2015	노원구	계	241	208	13	20	17	3	20,625.1	436,980	239,029	197,951	21,535,541	25	-	25	12	10
2015	노원구	1월	25	22	2	1	3	-	170	71,621	45,721	25,900	3,277,212	2	-	2	-	6
2015	노원구	2월	18	12	-	6	2	1	324.1	111,885	50,577	61,308	1,011,180	9	-	9	4	-
2015	노원구	3월	29	23	-	6	-	-	19,643	40,627	18,133	22,494	876,031	2	-	2	-	-
2015	노원구	4월	23	19	2	2	-	-	46	15,086	7,190	7,896	1,109,342	1	-	1	-	-
2015	노원구	5월	16	15	1	-	1	1	58	27,821	15,680	12,141	1,453,787	2	-	2	3	-
2015	노원구	6월	19	16	1	2	1	1	71	55,023	25,838	29,185	1,798,619	-	-	-	5	-
2015	노원구	7월	22	21	-	1	4	-	110	32,288	22,828	9,460	1,077,824	1	-	1	-	-
2015	노원구	8월	19	18	-	1	1	-	6	5,162	2,665	2,497	743,561	-	-	-	-	-
2015	노원구	9월	23	21	2	-	-	-	21	12,307	4,830	7,477	568,400	2	-	2	-	-
2015	노원구	10월	13	12	1	-	2	-	29	11,573	8,139	3,434	3,541,107	1	-	1	-	1
2015	노원구	11월	19	16	3	-	3	-	102	38,793	25,648	13,145	4,379,954	5	-	5	-	3
2015	노원구	12월	15	13	1	1	-	-	45	14,794	11,780	3,014	1,698,524	-	-	-	-	-
2015	은평구	계	244	199	17	28	19	2	3,431	404,665	149,403	255,262	8,598,777	3	-	3	3	45
2015	은평구	1월	16	11	3	2	3	-	49	25,977	14,168	11,809	122,246	-	-	-	-	-
2015	은평구	2월	19	15	-	4	2	-	178	84,285	36,495	47,790	411,541	-	-	-	-	1
2015	은평구	3월	25	17	1	7	5	1	1,920.92	63,074	26,352	36,722	57,778	2	-	2	2	3
2015	은평구	4월	15	14	-	1	-	-	-	12,719	3,598	9,121	4,445	-	-	-	-	-
2015	은평구	5월	32	25	1	6	3	1	1,025	15,309	6,331	8,978	192,934	-	-	-	1	-
2015	은평구	6월	16	16	-	-	1	-	3	2,860	1,442	1,418	76,651	-	-	-	-	-
2015	은평구	7월	28	25	2	1	1	-	19	32,757	5,135	27,622	380,760	-	-	-	-	-
2015	은평구	8월	19	17	-	2	1	-	56.78	21,539	15,832	5,707	69,906	-	-	-	-	-
2015	은평구	9월	24	21	1	2	1	-	9	22,096	2,810	19,286	91,173	-	-	-	-	-
2015	은평구	10월	20	13	5	2	-	-	37.3	86,124	13,232	72,892	244	-	-	-	-	41
2015	은평구	11월	11	7	3	1	1	-	130	34,511	22,590	11,921	7,106,383	1	-	1	-	-
2015	은평구	12월	19	18	1	-	1	-	3	3,414	1,418	1,996	84,716	-	-	-	-	-
2015	서대문구	계	215	198	3	14	21	10	703.55	186,457	80,267	106,190	1,584,834	5	1	4	22	10
2015	서대문구	1월	13	9	-	4	2	-	63	10,034	4,180	5,854	115,477	1	1	-	-	-
2015	서대문구	2월	13	12	-	1	2	1	36	9,680	6,326	3,354	30,983	1	-	1	-	8
2015	서대문구	3월	29	26	1	2	4	1	72	13,690	5,293	8,397	98,395	-	-	-	2	-
2015	서대문구	4월	18	16	-	2	-	-	3	1,840	509	1,331	106,075	-	-	-	-	-
2015	서대문구	5월	20	18	-	2	2	-	112.5	11,574	3,150	8,424	60,731	-	-	-	-	-
2015	서대문구	6월	25	24	1	-	8	7	275	51,360	28,061	23,299	284,829	-	-	-	18	-
2015	서대문구	7월	26	26	-	-	-	-	32.63	16,592	3,686	12,906	262,211	-	-	-	-	-
2015	서대문구	8월	22	22	-	-	3	-	33	24,188	7,816	16,372	182,504	2	-	2	-	2
2015	서대문구	9월	16	15	-	1	-	-	35.42	31,018	10,612	20,406	187,521	-	-	-	-	-
2015	서대문구	10월	14	12	1	1	-	1	21	6,800	5,520	1,280	43,901	-	-	-	2	-
2015	서대문구	11월	8	7	-	1	-	-	-	1,711	515	1,196	66,047	-	-	-	-	-
2015	서대문구	12월	11	11	-	-	-	-	20	7,970	4,599	3,371	146,160	1	-	1	-	-
2015	마포구	계	251	216	5	30	52	2	510.5	310,170	114,284	195,886	6,472,539	4	-	4	8	27
2015	마포구	1월	15	13	-	2	2	-	1	3,723	1,176	2,547	884,051	-	-	-	-	-
2015	마포구	2월	13	11	1	1	1	-	110	7,701	4,665	3,036	122,303	-	-	-	-	-
2015	마포구	3월	29	25	1	3	6	1	74	37,893	11,788	26,105	131,063	-	-	-	6	1
2015	마포구	4월	19	18	-	1	6	1	14.5	15,700	9,313	6,387	911,857	-	-	-	2	-
2015	마포구	5월	19	18	-	1	6	-	44	31,790	8,146	23,644	87,694	1	-	1	-	-
2015	마포구	6월	25	22	1	2	3	-	22	44,353	19,302	25,051	66,355	-	-	-	-	4
2015	마포구	7월	13	10	1	2	4	-	53	20,820	6,247	14,573	1,104,301	-	-	-	-	-
2015	마포구	8월	29	23	1	5	10	-	79	36,691	15,934	20,757	633,904	-	-	-	-	-
2015	마포구	9월	15	14	-	1	-	-	-	2,260	658	1,602	489,667	-	-	-	-	-
2015	마포구	10월	30	27	-	3	4	-	7	13,700	3,915	9,785	686,565	1	-	1	-	9
2015	마포구	11월	11	7	-	4	5	-	47	60,304	18,295	42,009	304,328	2	-	2	-	13
2015	마포구	12월	33	28	-	5	5	-	59	35,235	14,845	20,390	1,050,451	-	-	-	-	-
2015	양천구	계	218	195	8	15	11	-	348.7	197,790	116,034	81,756	10,724,660	4	-	4	-	51
2015	양천구	1월	17	13	1	3	1	-	126	68,917	46,309	22,608	37,841	-	-	-	-	5
2015	양천구	2월	13	11	1	1	-	-	6	7,466	3,969	3,497	35,051	-	-	-	-	-
2015	양천구	3월	19	16	-	3	-	-	30	21,002	10,264	10,738	1,920,678	-	-	-	-	10
2015	양천구	4월	17	15	-	2	-	-	1	4,487	2,641	1,846	1,743,790	-	-	-	-	1
2015	양천구	5월	11	9	2	-	1	-	38	6,406	4,548	1,858	509,135	2	-	2	-	4
2015	양천구	6월	21	19	1	1	2	-	33	20,914	9,880	11,034	406,462	-	-	-	-	-
2015	양천구	7월	21	21	-	-	1	-	15	12,689	3,675	9,014	1,246,777	-	-	-	-	-
2015	양천구	8월	16	14	-	2	-	-	37.3	25,210	14,539	10,671	298,925	-	-	-	-	-
2015	양천구	9월	19	18	1	-	-	-	42	9,006	6,737	2,269	1,093,352	-	-	-	-	-
2015	양천구	10월	20	18	1	1	2	-	-	2,621	911	1,710	2,094,443	-	-	-	-	1
2015	양천구	11월	17	17	-	-	2	-	10.6	10,391	5,977	4,414	362,217	1	-	1	-	1
2015	양천구	12월	27	24	1	2	2	-	9.8	8,681	6,584	2,097	975,989	1	-	1	-	29
2015	강서구	계	301	252	10	39	22	-	947.62	404,432	158,340	246,092	40,414,946	5	2	3	-	12
2015	강서구	1월	28	24	2	2	2	-	34	16,859	9,283	7,576	489,793	-	-	-	-	-
2015	강서구	2월	25	22	1	2	1	-	66.32	52,068	25,767	26,301	309,274	1	1	-	-	-
2015	강서구	3월	31	26	2	3	2	-	64.1	6,696	3,668	3,028	15,763,773	1	1	-	-	-
2015	강서구	4월	25	20	-	5	2	-	30.5	13,574	9,277	4,297	129,797	-	-	-	-	-
2015	강서구	5월	14	11	2	1	-	-	11	10,321	3,958	6,363	373	-	-	-	-	9
2015	강서구	6월	27	25	-	2	-	-	10	23,896	4,230	19,666	33,830	-	-	-	-	-
2015	강서구	7월	28	23	1	4	4	-	359	24,087	12,400	11,687	4,533,777	1	-	1	-	-
2015	강서구	8월	27	25	-	2	3	-	263.1	98,908	55,374	43,534	1,302,418	-	-	-	-	1
2015	강서구	9월	33	27	-	6	2	-	8	40,109	5,727	34,382	3,095,120	1	-	1	-	-
2015	강서구	10월	24	20	-	4	1	-	62.5	78,793	13,033	65,760	6,974,455	1	-	1	-	1
2015	강서구	11월	15	11	1	3	2	-	20.5	13,890	9,695	4,195	2,556,741	-	-	-	-	1
2015	강서구	12월	24	18	1	5	3	-	18.6	25,231	5,928	19,303	5,225,595	-	-	-	-	-
2015	구로구	계	221	196	7	18	48	-	1,293.2	233,909	52,513	181,396	10,368,131	9	1	8	-	7
2015	구로구	1월	12	9	1	2	1	-	14	9,848	3,497	6,351	2,520,842	2	-	2	-	1
2015	구로구	2월	16	15	-	1	3	-	765	2,807	918	1,889	546,872	-	-	-	-	-
2015	구로구	3월	27	22	3	2	7	-	185.6	26,712	11,407	15,305	1,304,092	1	-	1	-	-
2015	구로구	4월	24	20	1	3	2	-	31.1	37,662	7,397	30,265	1,372,763	-	-	-	-	-
2015	구로구	5월	28	26	-	2	9	-	227.5	89,322	11,293	78,029	1,386,637	1	-	1	-	-
2015	구로구	6월	18	18	-	-	6	-	10	6,625	2,403	4,222	541,572	-	-	-	-	-
2015	구로구	7월	18	16	1	1	3	-	-	7,981	547	7,434	274,420	1	-	1	-	-
2015	구로구	8월	16	13	1	2	4	-	20	9,565	4,560	5,005	881,492	1	-	1	-	-
2015	구로구	9월	11	9	-	2	3	-	8	10,746	3,427	7,319	99	-	-	-	-	-
2015	구로구	10월	20	19	-	1	6	-	12	8,309	1,789	6,520	1,372,340	1	-	1	-	5
2015	구로구	11월	16	15	-	1	-	-	5	12,460	354	12,106	80,934	-	-	-	-	-
2015	구로구	12월	15	14	-	1	4	-	15	11,872	4,921	6,951	86,068	2	1	1	-	1
2015	금천구	계	131	113	4	14	38	-	515	542,211	126,732	415,479	11,871,094	1	-	1	-	1
2015	금천구	1월	7	6	-	1	2	-	20	7,797	4,866	2,931	366,148	-	-	-	-	-
2015	금천구	2월	12	10	1	1	1	-	-	9,640	261	9,379	24,394	-	-	-	-	-
2015	금천구	3월	11	9	1	1	3	-	-	23,067	1,150	21,917	40,012	-	-	-	-	-
2015	금천구	4월	16	16	-	-	2	-	43	50,217	14,849	35,368	884,117	1	-	1	-	-
2015	금천구	5월	16	12	1	3	6	-	213	287,127	43,946	243,181	457,652	-	-	-	-	1
2015	금천구	6월	8	8	-	-	2	-	40	14,457	3,311	11,146	2,832,709	-	-	-	-	-
2015	금천구	7월	14	12	-	2	4	-	59	21,890	10,960	10,930	2,492,114	-	-	-	-	-
2015	금천구	8월	4	4	-	-	-	-	15	8,443	5,200	3,243	37,109	-	-	-	-	-
2015	금천구	9월	13	11	1	1	3	-	1	1,371	156	1,215	406,712	-	-	-	-	-
2015	금천구	10월	11	8	-	3	4	-	33	44,690	8,273	36,417	1,109,109	-	-	-	-	-
2015	금천구	11월	9	8	-	1	8	-	11	17,410	3,175	14,235	888,097	-	-	-	-	-
2015	금천구	12월	10	9	-	1	3	-	80	56,102	30,585	25,517	2,332,921	-	-	-	-	-
2015	영등포구	계	243	208	16	19	120	5	2,350	801,965	350,329	451,636	17,886,707	13	3	10	8	11
2015	영등포구	1월	18	16	-	2	10	1	196	83,396	44,740	38,656	1,707,232	2	1	1	2	2
2015	영등포구	2월	23	21	-	2	20	1	58	34,652	16,747	17,905	1,563,409	1	1	-	1	1
2015	영등포구	3월	17	16	-	1	11	-	818	22,108	4,465	17,643	2,925,364	-	-	-	-	3
2015	영등포구	4월	20	16	3	1	9	2	230	69,534	30,529	39,005	537,663	-	-	-	3	2
2015	영등포구	5월	26	21	2	3	15	1	130	46,345	26,525	19,820	687,322	-	-	-	2	-
2015	영등포구	6월	25	20	3	2	15	-	123	95,072	30,471	64,601	2,257,816	-	-	-	-	-
2015	영등포구	7월	22	22	-	-	4	-	63	21,629	12,251	9,378	1,862,378	-	-	-	-	-
2015	영등포구	8월	16	14	1	1	6	-	2	32,079	7,602	24,477	669,814	-	-	-	-	-
2015	영등포구	9월	22	21	-	1	8	-	265	110,472	84,634	25,838	2,203,200	2	-	2	-	2
2015	영등포구	10월	16	10	4	2	9	-	278	160,083	36,236	123,847	1,084,880	3	-	3	-	-
2015	영등포구	11월	16	12	-	4	3	-	76	40,468	27,017	13,451	1,875,465	-	-	-	-	-
2015	영등포구	12월	22	19	3	-	10	-	111	86,127	29,112	57,015	512,164	5	1	4	-	1
2015	동작구	계	185	163	6	16	-	1	239.5	134,842	55,490	79,352	7,697,290	8	-	8	4	2
2015	동작구	1월	18	16	1	1	-	-	34	15,792	3,620	12,172	182,024	-	-	-	-	-
2015	동작구	2월	14	12	-	2	-	-	32	8,440	4,167	4,273	5,021,022	1	-	1	-	-
2015	동작구	3월	13	12	-	1	-	-	7	3,407	1,141	2,266	13,911	-	-	-	-	-
2015	동작구	4월	18	17	1	-	-	-	6.5	17,417	2,311	15,106	14,282	-	-	-	-	-
2015	동작구	5월	26	23	1	2	-	1	72	39,728	24,549	15,179	437,560	2	-	2	4	2
