기간	지역	월별	발생	발생	발생	발생	소실	소실	소실	피해액	피해액	피해액	재산피해경감액	인명피해	인명피해	인명피해	이재민수	구조인원
2013	도봉구	4월	18	13	2	3	-	-	150	10,824	643	10,181	5,132	-	-	-	-	-
2013	도봉구	5월	12	10	-	2	-	-	35	4,554	1,422	3,132	-	-	-	-	-	-
2013	도봉구	6월	26	25	1	-	-	-	-	4,562	2,787	1,775	108,821	-	-	-	-	-
2013	도봉구	7월	26	22	1	3	1	-	16	64,594	5,801	58,793	459,754	-	-	-	-	-
2013	도봉구	8월	22	20	1	1	-	-	48	37,974	28,189	9,785	93,168	1	-	1	-	-
2013	도봉구	9월	21	20	1	-	-	-	3	3,800	1,611	2,189	312,400	-	-	-	-	-
2013	도봉구	10월	15	12	1	2	-	-	80	27,702	11,375	16,327	141,831	1	1	-	-	-
2013	도봉구	11월	13	11	2	-	-	-	14	9,293	5,831	3,462	360,133	-	-	-	-	2
2013	도봉구	12월	13	11	-	2	-	-	20	26,821	13,633	13,188	719,055	-	-	-	-	-
2013	노원구	계	260	239	14	7	39	7	2,951	355,997	194,393	161,604	29,410,750	5	-	5	16	6
2013	노원구	1월	32	31	-	1	6	2	63	59,057	29,108	29,949	1,360,245	1	-	1	5	-
2013	노원구	2월	14	13	-	1	2	-	130	36,049	14,466	21,583	417,045	1	-	1	1	1
2013	노원구	3월	37	33	2	2	3	-	944	38,326	21,074	17,252	1,031,184	-	-	-	-	4
2013	노원구	4월	17	15	2	-	2	-	1,500	6,215	4,322	1,893	1,199,841	-	-	-	-	-
2013	노원구	5월	13	10	2	1	3	-	28	24,834	21,267	3,567	1,445,084	-	-	-	-	-
2013	노원구	6월	25	23	2	-	2	-	6	16,794	10,541	6,253	644,586	-	-	-	-	-
2013	노원구	7월	26	25	1	-	2	2	35	20,111	15,413	4,698	14,540,433	2	-	2	3	-
2013	노원구	8월	17	15	2	-	6	1	55	36,397	17,513	18,884	3,148,691	-	-	-	3	-
2013	노원구	9월	18	17	1	-	4	-	5	34,892	10,556	24,336	1,625,755	-	-	-	-	-
2013	노원구	10월	18	17	-	1	1	-	27	7,586	1,817	5,769	898,478	-	-	-	-	-
2013	노원구	11월	27	25	2	-	5	1	18	25,689	16,327	9,362	3,010,865	1	-	1	2	1
2013	노원구	12월	16	15	-	1	3	1	140	50,047	31,989	18,058	88,543	-	-	-	2	-
2013	은평구	계	211	170	12	29	40	-	1,115.4	388,688	130,805	257,883	3,504,309	12	-	12	-	33
2013	은평구	1월	30	29	-	1	9	-	104	51,014	10,400	40,614	631,230	-	-	-	-	-
2013	은평구	2월	17	17	-	-	2	-	40	10,045	2,919	7,126	160,566	2	-	2	-	-
2013	은평구	3월	22	19	1	2	3	-	270	26,989	9,667	17,322	367,309	2	-	2	-	18
2013	은평구	4월	18	16	1	1	2	-	102	9,632	5,176	4,456	540,346	1	-	1	-	1
2013	은평구	5월	21	21	-	-	1	-	29	6,777	4,647	2,130	199,175	-	-	-	-	-
2013	은평구	6월	15	10	1	4	2	-	23	10,703	2,562	8,141	99,203	-	-	-	-	-
2013	은평구	7월	10	8	-	2	1	-	30	11,101	4,355	6,746	252,111	-	-	-	-	3
2013	은평구	8월	13	8	1	4	5	-	107	33,387	13,735	19,652	301,237	-	-	-	-	-
2013	은평구	9월	23	14	5	4	3	-	63	47,387	10,417	36,970	222,993	4	-	4	-	-
2013	은평구	10월	14	10	1	3	3	-	105	77,397	24,643	52,754	55,404	2	-	2	-	1
2013	은평구	11월	17	11	2	4	4	-	123.9	65,147	28,020	37,127	302,100	-	-	-	-	8
2013	은평구	12월	11	7	-	4	5	-	118.5	39,109	14,264	24,845	372,635	1	-	1	-	2
2013	서대문구	계	221	199	14	8	20	-	600.5	486,725	184,070	302,655	5,778,164	8	3	5	-	5
2013	서대문구	1월	18	13	3	2	7	-	199	223,474	78,520	144,954	303,494	1	1	-	-	-
2013	서대문구	2월	9	8	-	1	1	-	77	48,134	20,849	27,285	10,472	1	1	-	-	-
2013	서대문구	3월	13	13	-	-	1	-	25	15,229	7,371	7,858	40,188	-	-	-	-	-
2013	서대문구	4월	18	15	1	2	5	-	64	51,433	19,663	31,770	61,304	2	1	1	-	3
2013	서대문구	5월	14	13	1	-	-	-	20	5,825	2,918	2,907	97,939	-	-	-	-	-
2013	서대문구	6월	15	15	-	-	1	-	17	2,442	497	1,945	167	3	-	3	-	2
2013	서대문구	7월	28	27	1	-	-	-	24.5	23,834	10,497	13,337	1,474,802	-	-	-	-	-
2013	서대문구	8월	19	17	1	1	1	-	19	17,642	4,411	13,231	132,298	-	-	-	-	-
2013	서대문구	9월	30	26	3	1	1	-	40	35,395	18,346	17,049	774,384	-	-	-	-	-
2013	서대문구	10월	13	13	-	-	1	-	55	23,692	4,970	18,722	191,064	-	-	-	-	-
2013	서대문구	11월	18	16	2	-	-	-	16	8,821	864	7,957	2,439,784	-	-	-	-	-
2013	서대문구	12월	26	23	2	1	2	-	44	30,804	15,164	15,640	252,268	1	-	1	-	-
2013	마포구	계	226	196	9	21	57	-	565.94	337,125	145,285	191,840	65,492,262	15	1	14	-	15
2013	마포구	1월	25	24	-	1	10	-	101.4	63,008	35,408	27,600	702,440	5	-	5	-	-
2013	마포구	2월	19	15	1	3	1	-	28	18,351	5,754	12,597	90,059	1	-	1	-	-
2013	마포구	3월	29	25	3	1	12	-	84	67,662	20,475	47,187	500,464	2	1	1	-	6
2013	마포구	4월	20	16	2	2	5	-	17	29,153	9,675	19,478	2,562,450	6	-	6	-	-
2013	마포구	5월	17	15	-	2	5	-	35	15,412	5,297	10,115	924,257	-	-	-	-	1
2013	마포구	6월	17	16	1	-	1	-	-	8,216	409	7,807	911,395	-	-	-	-	1
2013	마포구	7월	9	8	-	1	1	-	51.54	15,657	7,773	7,884	886,364	-	-	-	-	-
2013	마포구	8월	19	19	-	-	8	-	60.5	22,602	15,092	7,510	58,471,617	1	-	1	-	-
2013	마포구	9월	21	14	2	5	3	-	19	9,750	3,435	6,315	202,341	-	-	-	-	6
2013	마포구	10월	18	16	-	2	3	-	26	22,344	8,766	13,578	56,805	-	-	-	-	1
2013	마포구	11월	16	15	-	1	4	-	127.5	45,006	27,196	17,810	162,735	-	-	-	-	-
2013	마포구	12월	16	13	-	3	4	-	16	19,964	6,005	13,959	21,335	-	-	-	-	-
2013	양천구	계	233	212	3	18	8	-	728	498,249	142,332	355,917	9,718,861	25	2	23	-	5
2013	양천구	1월	25	21	-	4	2	-	321	255,092	31,993	223,099	1,512,963	6	1	5	-	5
2013	양천구	2월	23	21	1	1	2	-	65	49,615	21,914	27,701	72,384	5	-	5	-	-
2013	양천구	3월	19	15	-	4	1	-	14	16,852	6,699	10,153	1,821,619	2	-	2	-	-
2013	양천구	4월	14	12	-	2	-	-	110	46,825	26,365	20,460	865,341	1	1	-	-	-
2013	양천구	5월	20	20	-	-	-	-	12	9,278	4,854	4,424	1,988,426	-	-	-	-	-
2013	양천구	6월	21	21	-	-	1	-	12	4,217	1,940	2,277	18,686	-	-	-	-	-
2013	양천구	7월	31	30	1	-	-	-	20	11,913	7,249	4,664	4,422	1	-	1	-	-
2013	양천구	8월	19	18	1	-	-	-	1	6,492	2,405	4,087	839,617	-	-	-	-	-
2013	양천구	9월	17	16	-	1	-	-	-	5,371	1,420	3,951	368,207	1	-	1	-	-
2013	양천구	10월	10	9	-	1	-	-	20	12,480	5,283	7,197	29,610	-	-	-	-	-
2013	양천구	11월	14	11	-	3	2	-	108	47,246	20,733	26,513	2,091,456	5	-	5	-	-
2013	양천구	12월	20	18	-	2	-	-	45	32,868	11,477	21,391	106,130	4	-	4	-	-
2013	강서구	계	242	221	11	10	48	4	2,173.3	1,864,010	577,478	1,286,532	66,870,482	12	2	10	12	26
2013	강서구	1월	23	20	2	1	5	-	231	1,148,806	96,278	1,052,528	3,704,987	1	-	1	-	18
2013	강서구	2월	11	11	-	-	1	-	370	12,158	7,502	4,656	396,484	3	-	3	-	3
2013	강서구	3월	30	28	2	-	8	-	186.3	36,315	17,908	18,407	930,411	3	1	2	-	1
2013	강서구	4월	21	20	1	-	3	-	14	19,516	14,403	5,113	497,527	-	-	-	-	-
2013	강서구	5월	22	18	1	3	8	-	124	111,259	45,824	65,435	15,829,989	1	-	1	-	-
2013	강서구	6월	25	24	-	1	3	-	56	25,268	14,875	10,393	881,853	1	1	-	-	1
2013	강서구	7월	19	18	1	-	3	3	130	88,330	55,609	32,721	1,307,765	1	-	1	8	1
2013	강서구	8월	19	19	-	-	4	-	115	39,621	16,259	23,362	1,503,691	-	-	-	-	-
2013	강서구	9월	21	20	-	1	5	-	46	40,854	22,378	18,476	1,539,892	1	-	1	-	1
2013	강서구	10월	18	12	3	3	4	-	816	246,583	238,243	8,340	2,266,042	1	-	1	-	1
2013	강서구	11월	19	18	-	1	4	1	66	76,943	34,148	42,795	37,875,186	-	-	-	4	-
2013	강서구	12월	14	13	1	-	-	-	19	18,357	14,051	4,306	136,655	-	-	-	-	-
2013	구로구	계	238	215	10	13	84	8	5,118	672,230	305,933	366,297	59,506,848	14	5	9	19	80
2013	구로구	1월	19	17	1	1	4	1	52	12,429	4,486	7,943	3,197,571	-	-	-	2	-
2013	구로구	2월	17	15	-	2	3	-	488	157,161	5,802	151,359	1,368,146	-	-	-	-	1
2013	구로구	3월	9	8	-	1	3	-	28	5,990	4,056	1,934	2,067,967	-	-	-	-	-
2013	구로구	4월	30	28	2	-	3	1	3,893	22,591	10,329	12,262	2,977,126	-	-	-	3	3
2013	구로구	5월	33	27	3	3	10	-	31	25,603	12,906	12,697	5,495,133	3	3	-	-	1
2013	구로구	6월	20	19	1	-	9	4	105	69,611	36,249	33,362	2,897,075	1	-	1	9	-
2013	구로구	7월	22	20	-	2	11	1	4	26,661	6,522	20,139	8,437,025	1	-	1	1	-
2013	구로구	8월	25	23	1	1	8	-	-	15,040	2,945	12,095	2,621,276	-	-	-	-	-
2013	구로구	9월	17	16	1	-	12	1	103	54,885	24,695	30,190	659,741	1	-	1	4	10
2013	구로구	10월	15	13	1	1	6	-	69	41,922	26,597	15,325	3,932,338	4	-	4	-	29
2013	구로구	11월	16	15	-	1	6	-	290	183,516	151,779	31,737	24,729,384	4	2	2	-	35
2013	구로구	12월	15	14	-	1	9	-	55	56,821	19,567	37,254	1,124,066	-	-	-	-	1
2013	금천구	계	144	124	6	14	44	5	622	468,656	145,190	323,466	38,812,943	10	2	8	12	22
2013	금천구	1월	16	13	2	1	-	-	-	4,689	2,325	2,364	228,949	-	-	-	-	-
2013	금천구	2월	14	11	-	3	5	1	124	116,029	54,701	61,328	19,622,543	2	2	-	4	14
2013	금천구	3월	17	13	-	4	4	-	231	11,038	4,587	6,451	3,612,637	2	-	2	-	-
2013	금천구	4월	15	14	-	1	3	1	29	185,858	22,274	163,584	7,454,150	-	-	-	1	3
2013	금천구	5월	10	10	-	-	1	1	2	10,410	1,930	8,480	1,230,579	-	-	-	1	-
2013	금천구	6월	8	8	-	-	5	-	15	5,428	1,302	4,126	121,008	1	-	1	-	-
2013	금천구	7월	7	5	-	2	5	1	-	9,739	1,470	8,269	294,825	-	-	-	5	-
2013	금천구	8월	8	7	-	1	6	-	26	18,331	11,391	6,940	677,421	1	-	1	-	3
2013	금천구	9월	10	9	1	-	1	-	10	14,063	2,234	11,829	1,988,475	1	-	1	-	-
2013	금천구	10월	11	10	1	-	4	1	16	10,622	6,676	3,946	185,170	2	-	2	1	1
2013	금천구	11월	15	14	1	-	5	-	31	37,997	14,225	23,772	2,402,487	-	-	-	-	-
2013	금천구	12월	13	10	1	2	5	-	138	44,452	22,075	22,377	994,699	1	-	1	-	1
2013	영등포구	계	219	173	23	23	107	-	1,752.5	3,250,696	482,826	2,767,870	51,436,789	13	2	11	2	10
2013	영등포구	1월	16	9	1	6	11	-	120	47,627	16,084	31,543	1,169,959	1	-	1	-	1
2013	영등포구	2월	19	18	1	-	11	-	72	31,947	16,499	15,448	12,547,818	1	1	-	-	1
2013	영등포구	3월	18	13	3	2	6	-	25	20,852	7,019	13,833	952,442	-	-	-	-	-
2013	영등포구	4월	15	14	1	-	6	-	6	4,700	955	3,745	283,441	1	-	1	-	2
2013	영등포구	5월	19	17	1	1	9	-	40	73,302	52,408	20,894	1,180,676	-	-	-	-	-
2013	영등포구	6월	20	16	1	3	7	-	123	50,648	20,899	29,749	118,703	-	-	-	-	-
2013	영등포구	7월	12	9	-	3	8	-	5	34,488	17,494	16,994	2,814,270	-	-	-	-	4
2013	영등포구	8월	14	14	-	-	3	-	2.5	14,424	4,520	9,904	103,574	1	1	-	-	-
2013	영등포구	9월	21	17	2	2	12	-	65.5	39,850	16,647	23,203	20,804,353	1	-	1	-	-
2013	영등포구	10월	19	14	4	1	12	-	123	184,843	26,734	158,109	1,532,127	1	-	1	2	-
2013	영등포구	11월	27	16	8	3	15	-	948	2,470,668	239,884	2,230,784	8,209,236	4	-	4	-	2
2013	영등포구	12월	19	16	1	2	7	-	222.5	277,347	63,683	213,664	1,720,190	3	-	3	-	-
2013	동작구	계	159	150	3	6	36	3	189.3	171,598	54,378	117,220	4,845,213	2	-	2	8	4
2013	동작구	1월	16	15	1	-	4	1	30	16,265	10,719	5,546	246,357	2	-	2	3	3
2013	동작구	2월	12	12	-	-	3	1	15	9,611	5,031	4,580	283,345	-	-	-	4	-
2013	동작구	3월	19	19	-	-	2	-	-	18,900	443	18,457	167,463	-	-	-	-	-
2013	동작구	4월	14	14	-	-	4	-	14.3	6,286	1,385	4,901	175,962	-	-	-	-	-
2013	동작구	5월	8	7	-	1	3	1	36	9,957	5,908	4,049	322,436	-	-	-	1	-
