기간	지역	월별	발생	발생	발생	발생	소실	소실	소실	피해액	피해액	피해액	재산피해경감액	인명피해	인명피해	인명피해	이재민수	구조인원
2018	동작구	7월	18	17	-	1	1	-	1	3,451	1,425	2,026	168,482	-	-	-	-	-
2018	동작구	8월	21	20	1	-	3	-	32	23,049	9,834	13,215	293,853	-	-	-	-	2
2018	동작구	9월	23	20	1	2	4	-	16	43,815	14,618	29,197	466,037	1	1	-	-	2
2018	동작구	10월	14	13	-	1	1	12	10	12,919	9,511	3,408	44,177	3	-	3	12	1
2018	동작구	11월	8	7	-	1	-	-	-	2,220	279	1,941	577,301	-	-	-	-	-
2018	동작구	12월	15	12	-	3	1	-	48	9,964	8,884	1,080	538,298	-	-	-	-	1
2018	관악구	계	337	295	15	27	109	11	1,771.8	816,562	395,475	421,087	9,952,527	21	1	20	21	53
2018	관악구	1월	38	31	2	5	15	-	184	198,338	45,398	152,940	1,237,902	-	-	-	-	1
2018	관악구	2월	24	23	-	1	5	-	114.5	76,318	25,038	51,280	757,417	-	-	-	-	2
2018	관악구	3월	28	24	4	-	6	-	726	12,332	6,005	6,327	684,422	2	-	2	-	2
2018	관악구	4월	31	25	2	4	9	2	50.5	27,816	13,300	14,516	414,798	2	1	1	2	1
2018	관악구	5월	27	23	2	2	7	2	84.3	53,941	35,802	18,139	1,545,790	2	-	2	2	6
2018	관악구	6월	28	25	2	1	10	3	36	22,672	11,987	10,685	354,209	4	-	4	6	3
2018	관악구	7월	23	21	-	2	7	1	68.5	69,725	46,010	23,715	1,142,571	-	-	-	2	5
2018	관악구	8월	38	36	-	2	12	2	121	114,620	74,805	39,815	1,555,240	7	-	7	6	10
2018	관악구	9월	21	15	2	4	9	1	102	88,437	51,226	37,211	567,590	-	-	-	3	9
2018	관악구	10월	27	25	1	1	10	-	14	23,542	12,536	11,006	414,368	-	-	-	-	-
2018	관악구	11월	15	14	-	1	5	-	82	15,640	8,532	7,108	375,786	1	-	1	-	2
2018	관악구	12월	37	33	-	4	14	-	189	113,181	64,836	48,345	902,434	3	-	3	-	12
2018	서초구	계	242	210	6	26	48	3	2,223	848,067	201,149	646,918	18,257,199	15	-	15	3	63
2018	서초구	1월	34	27	-	7	7	-	22	39,990	8,356	31,634	1,553,611	2	-	2	-	3
2018	서초구	2월	25	23	-	2	13	-	1,058	140,515	37,411	103,104	8,002,845	1	-	1	-	6
2018	서초구	3월	15	14	-	1	4	-	81	54,192	19,997	34,195	887,914	-	-	-	-	5
2018	서초구	4월	19	17	-	2	3	-	334	27,321	15,593	11,728	1,103,399	2	-	2	-	1
2018	서초구	5월	10	9	1	-	2	-	60	131,438	18,211	113,227	283,822	3	-	3	-	11
2018	서초구	6월	16	13	1	2	4	-	193	132,509	38,762	93,747	299,761	5	-	5	-	3
2018	서초구	7월	14	12	-	2	2	-	54	29,292	7,904	21,388	468,607	-	-	-	-	20
2018	서초구	8월	25	21	1	3	6	-	22	27,950	10,220	17,730	1,882,289	-	-	-	-	1
2018	서초구	9월	16	16	-	-	1	-	13	103,411	3,262	100,149	992,655	-	-	-	-	8
2018	서초구	10월	18	18	-	-	1	1	40	51,626	17,154	34,472	225,854	1	-	1	1	-
2018	서초구	11월	19	13	1	5	2	-	89	66,207	9,046	57,161	797,085	-	-	-	-	-
2018	서초구	12월	31	27	2	2	3	2	257	43,616	15,233	28,383	1,759,357	1	-	1	2	5
2018	강남구	계	436	399	7	30	134	1	1,631.4	1,624,983	670,429	954,554	87,651,462	23	-	23	1	36
2018	강남구	1월	54	52	-	2	23	1	115.5	152,746	59,441	93,305	6,826,181	-	-	-	1	7
2018	강남구	2월	47	43	-	4	23	-	667	197,067	50,994	146,073	3,471,876	-	-	-	-	-
2018	강남구	3월	35	30	2	3	10	-	12	43,193	6,141	37,052	1,393,520	1	-	1	-	3
2018	강남구	4월	42	42	-	-	10	-	24	46,757	12,324	34,433	8,028,021	-	-	-	-	1
2018	강남구	5월	34	32	-	2	8	-	67	103,691	29,140	74,551	11,573,630	1	-	1	-	3
2018	강남구	6월	30	28	-	2	7	-	48.9	85,093	16,922	68,171	1,713,505	6	-	6	-	7
2018	강남구	7월	34	32	1	1	11	-	153	190,869	55,384	135,485	2,850,328	4	-	4	-	-
2018	강남구	8월	47	43	2	2	9	-	122	127,234	69,102	58,132	20,035,244	4	-	4	-	4
2018	강남구	9월	25	24	-	1	6	-	75	102,582	42,622	59,960	3,298,065	1	-	1	-	1
2018	강남구	10월	26	23	2	1	8	-	208	81,410	58,032	23,378	22,990,278	4	-	4	-	10
2018	강남구	11월	29	27	-	2	8	-	41	36,432	22,043	14,389	1,702,703	1	-	1	-	-
2018	강남구	12월	33	23	-	10	11	-	98	457,909	248,284	209,625	3,768,111	1	-	1	-	-
2018	송파구	계	340	301	7	32	84	16	2,716.5	970,251	390,994	579,257	16,546,317	28	-	28	42	99
2018	송파구	1월	36	30	3	3	6	-	62	73,549	27,210	46,339	1,063,712	2	-	2	-	7
2018	송파구	2월	28	25	-	3	5	8	592	46,177	27,661	18,516	930,166	6	-	6	19	39
2018	송파구	3월	34	31	-	3	11	4	189	227,901	73,101	154,800	1,144,998	3	-	3	14	12
2018	송파구	4월	19	16	-	3	13	-	1,163	144,037	56,724	87,313	1,025,445	-	-	-	-	4
2018	송파구	5월	27	23	-	4	10	-	86	30,046	13,488	16,558	774,838	-	-	-	-	-
2018	송파구	6월	29	29	-	-	3	-	20	67,257	8,122	59,135	281,243	2	-	2	-	4
2018	송파구	7월	36	33	-	3	9	2	82	76,275	38,345	37,930	2,785,946	3	-	3	4	3
2018	송파구	8월	25	22	-	3	6	-	120	73,836	34,317	39,519	608,643	3	-	3	-	-
2018	송파구	9월	23	19	-	4	6	2	143	63,295	29,569	33,726	5,549,640	7	-	7	5	10
2018	송파구	10월	33	29	1	3	8	-	75	50,881	16,924	33,957	627,967	1	-	1	-	6
2018	송파구	11월	19	15	3	1	2	-	152	69,822	55,967	13,855	318,095	1	-	1	-	-
2018	송파구	12월	31	29	-	2	5	-	32.5	47,175	9,566	37,609	1,435,624	-	-	-	-	14
2018	강동구	계	324	297	14	13	59	8	3,357.5	540,625	236,181	304,444	7,235,347	19	4	15	19	26
2018	강동구	1월	34	32	1	1	8	-	64	70,774	29,614	41,160	869,757	-	-	-	-	1
2018	강동구	2월	28	27	1	-	9	4	316	69,336	34,100	35,236	1,466,056	-	-	-	10	1
2018	강동구	3월	31	28	1	2	4	-	19	18,434	6,610	11,824	771,370	2	-	2	-	5
2018	강동구	4월	28	27	-	1	8	2	298	88,253	41,390	46,863	1,842,545	3	1	2	6	1
2018	강동구	5월	20	19	1	-	4	-	341	102,653	56,012	46,641	279,686	1	-	1	-	2
2018	강동구	6월	24	23	1	-	3	-	41	16,656	7,373	9,283	502,134	-	-	-	-	-
2018	강동구	7월	35	28	4	3	10	-	314	66,078	23,704	42,374	167,763	2	-	2	-	5
2018	강동구	8월	29	28	1	-	2	1	21	18,336	5,106	13,230	9,107	1	-	1	2	-
2018	강동구	9월	20	19	-	1	2	1	8	12,047	5,176	6,871	420,164	2	-	2	1	4
2018	강동구	10월	17	16	-	1	-	-	-	1,835	59	1,776	44,838	-	-	-	-	1
2018	강동구	11월	18	15	1	2	6	-	42	22,416	8,050	14,366	699,809	3	1	2	-	5
2018	강동구	12월	40	35	3	2	3	-	1,893.5	53,807	18,987	34,820	162,118	5	2	3	-	1
