기간	지역	월별	발생	발생	발생	발생	소실	소실	소실	피해액	피해액	피해액	재산피해경감액	인명피해	인명피해	인명피해	이재민수	구조인원
2018	성동구	9월	14	14	-	-	2	1	49	60,065	26,265	33,800	1,424,938	-	-	-	2	-
2018	성동구	10월	24	23	-	1	3	-	64.5	72,091	26,220	45,871	89,555	-	-	-	-	1
2018	성동구	11월	13	11	-	2	2	-	34	31,934	6,697	25,237	65,377	-	-	-	-	-
2018	성동구	12월	14	10	-	4	5	-	138.8	68,878	20,400	48,478	71,411	2	-	2	-	14
2018	광진구	계	203	175	2	26	30	-	1,064	658,185	315,690	342,495	12,607,354	7	-	7	-	53
2018	광진구	1월	17	15	-	2	3	-	537	110,887	65,239	45,648	1,393,659	3	-	3	-	2
2018	광진구	2월	16	12	-	4	9	-	74	116,855	71,638	45,217	845,161	-	-	-	-	1
2018	광진구	3월	17	17	-	-	5	-	25	25,361	15,135	10,226	4,006,972	-	-	-	-	8
2018	광진구	4월	12	9	-	3	2	-	42	16,637	11,193	5,444	929,534	-	-	-	-	5
2018	광진구	5월	22	19	1	2	2	-	84	56,992	43,053	13,939	1,000,852	1	-	1	-	15
2018	광진구	6월	10	10	-	-	-	-	1	2,643	1,548	1,095	65,900	-	-	-	-	1
2018	광진구	7월	23	23	-	-	-	-	6	5,975	2,338	3,637	492,635	-	-	-	-	2
2018	광진구	8월	20	16	-	4	1	-	10	44,905	5,509	39,396	177,643	-	-	-	-	-
2018	광진구	9월	21	18	1	2	-	-	59	40,253	25,188	15,065	967,212	1	-	1	-	10
2018	광진구	10월	17	12	-	5	1	-	112.5	76,893	39,141	37,752	1,439,784	2	-	2	-	2
2018	광진구	11월	9	8	-	1	3	-	23	10,079	3,951	6,128	212,297	-	-	-	-	2
2018	광진구	12월	19	16	-	3	4	-	90.5	150,705	31,757	118,948	1,075,705	-	-	-	-	5
2018	동대문구	계	203	175	4	24	93	-	1,274.5	709,487	179,873	529,614	9,457,804	4	1	3	-	61
2018	동대문구	1월	24	21	-	3	36	-	622.5	386,794	71,015	315,779	2,826,854	-	-	-	-	2
2018	동대문구	2월	15	11	1	3	4	-	50	30,269	6,994	23,275	706,441	-	-	-	-	3
2018	동대문구	3월	19	17	-	2	7	-	149	73,499	15,388	58,111	1,708,888	1	-	1	-	1
2018	동대문구	4월	20	17	-	3	8	-	13	9,191	2,366	6,825	706,696	-	-	-	-	15
2018	동대문구	5월	14	13	-	1	3	-	41	26,268	6,993	19,275	1,838,480	1	1	-	-	2
2018	동대문구	6월	13	12	-	1	2	-	6	4,839	1,161	3,678	324,370	-	-	-	-	7
2018	동대문구	7월	24	23	-	1	11	-	103	55,347	28,467	26,880	721,805	-	-	-	-	12
2018	동대문구	8월	19	14	2	3	3	-	19	12,249	6,000	6,249	162,281	1	-	1	-	3
2018	동대문구	9월	10	8	1	1	5	-	95	23,013	11,102	11,911	60,226	1	-	1	-	3
2018	동대문구	10월	21	17	-	4	8	-	90	56,176	18,729	37,447	96,607	-	-	-	-	6
2018	동대문구	11월	7	6	-	1	2	-	43	12,873	6,453	6,420	138,249	-	-	-	-	1
2018	동대문구	12월	17	16	-	1	4	-	43	18,969	5,205	13,764	166,907	-	-	-	-	6
2018	중랑구	계	254	235	4	15	25	-	893.38	201,421	103,281	98,140	11,622,135	10	2	8	-	67
2018	중랑구	1월	27	22	1	4	8	-	85	51,876	27,363	24,513	247,093	3	-	3	-	5
2018	중랑구	2월	16	15	-	1	2	-	14	15,156	8,416	6,740	100,422	-	-	-	-	1
2018	중랑구	3월	21	19	1	1	2	-	29.38	30,106	22,257	7,849	38,105	1	1	-	-	29
2018	중랑구	4월	21	19	-	2	1	-	6	3,590	947	2,643	6,704,807	1	-	1	-	2
2018	중랑구	5월	24	23	-	1	1	-	31	31,289	13,909	17,380	142,696	1	-	1	-	6
2018	중랑구	6월	18	17	-	1	3	-	510	14,963	6,185	8,778	127,290	-	-	-	-	3
2018	중랑구	7월	22	21	-	1	4	-	21	14,458	6,013	8,445	780,943	1	-	1	-	1
2018	중랑구	8월	15	15	-	-	-	-	3	6,105	3,515	2,590	2,280,909	-	-	-	-	3
2018	중랑구	9월	16	14	-	2	2	-	9	5,597	1,128	4,469	128,082	1	-	1	-	2
2018	중랑구	10월	27	26	1	-	-	-	3	9,953	1,020	8,933	240,347	-	-	-	-	1
2018	중랑구	11월	18	18	-	-	-	-	-	1,617	215	1,402	205,474	-	-	-	-	5
2018	중랑구	12월	29	26	1	2	2	-	182	16,711	12,313	4,398	625,967	2	1	1	-	9
2018	성북구	계	215	183	5	27	40	6	898.3	487,565	184,258	303,307	15,690,182	10	-	10	20	22
2018	성북구	1월	19	15	1	3	5	-	7.5	11,294	1,810	9,484	549,192	2	-	2	-	4
2018	성북구	2월	22	20	1	1	4	-	16	15,408	5,128	10,280	605,979	-	-	-	-	-
2018	성북구	3월	21	20	-	1	5	-	49	20,713	12,719	7,994	1,761,948	1	-	1	-	2
2018	성북구	4월	11	9	-	2	2	-	11	4,018	1,798	2,220	158,556	-	-	-	-	1
2018	성북구	5월	18	17	-	1	3	-	36	80,744	27,639	53,105	1,063,011	-	-	-	-	-
2018	성북구	6월	20	15	1	4	8	3	58	21,134	13,505	7,629	974,833	4	-	4	11	8
2018	성북구	7월	16	15	1	-	1	-	2	1,576	535	1,041	376,806	-	-	-	-	1
2018	성북구	8월	25	22	-	3	7	3	209.8	160,821	64,269	96,552	9,577,722	3	-	3	9	2
2018	성북구	9월	15	11	-	4	1	-	350	114,504	45,049	69,455	273,962	-	-	-	-	-
2018	성북구	10월	13	9	1	3	3	-	30	12,709	4,196	8,513	282,354	-	-	-	-	1
2018	성북구	11월	16	15	-	1	-	-	-	1,300	103	1,197	22,463	-	-	-	-	1
2018	성북구	12월	19	15	-	4	1	-	129	43,344	7,507	35,837	43,356	-	-	-	-	2
2018	강북구	계	203	180	4	19	29	1	210.9	216,838	104,658	112,180	9,596,171	6	4	2	3	11
2018	강북구	1월	27	24	1	2	4	-	13	13,590	8,732	4,858	463,777	1	-	1	-	3
2018	강북구	2월	17	16	-	1	3	-	4.5	4,215	1,978	2,237	574,831	-	-	-	-	-
2018	강북구	3월	16	13	2	1	2	-	8.3	7,632	4,282	3,350	355,925	-	-	-	-	1
2018	강북구	4월	16	14	-	2	1	-	37.9	35,838	12,591	23,247	1,646,186	-	-	-	-	-
2018	강북구	5월	20	18	-	2	5	-	20	26,676	14,301	12,375	526,812	2	2	-	-	1
2018	강북구	6월	13	13	-	-	2	1	45	23,218	17,583	5,635	206,753	2	1	1	3	-
2018	강북구	7월	12	10	-	2	1	-	21.6	16,961	12,723	4,238	145,649	-	-	-	-	-
2018	강북구	8월	17	15	-	2	1	-	-	3,958	776	3,182	200,825	-	-	-	-	-
2018	강북구	9월	15	12	-	3	1	-	3.3	9,494	2,648	6,846	934,392	-	-	-	-	1
2018	강북구	10월	17	16	1	-	3	-	25	10,304	7,206	3,098	162,582	-	-	-	-	4
2018	강북구	11월	13	12	-	1	2	-	3	2,336	729	1,607	115,612	-	-	-	-	-
2018	강북구	12월	20	17	-	3	4	-	29.3	62,616	21,109	41,507	4,262,827	1	1	-	-	1
2018	도봉구	계	237	217	3	17	18	8	346	201,498	85,113	116,385	9,832,652	8	-	8	24	11
2018	도봉구	1월	23	21	1	1	1	-	20	19,915	6,025	13,890	1,805,058	1	-	1	-	-
2018	도봉구	2월	23	22	-	1	1	1	3	4,261	1,326	2,935	1,885,684	-	-	-	3	2
2018	도봉구	3월	17	15	-	2	2	-	71	19,114	5,584	13,530	556,977	2	-	2	-	2
2018	도봉구	4월	15	14	-	1	2	2	43	24,006	12,807	11,199	2,708,020	-	-	-	9	1
2018	도봉구	5월	23	22	-	1	6	1	53	26,801	10,232	16,569	445,488	4	-	4	4	6
2018	도봉구	6월	14	14	-	-	2	-	17	5,096	2,558	2,538	284,330	-	-	-	1	-
2018	도봉구	7월	21	19	-	2	-	-	5	2,335	405	1,930	678,546	-	-	-	-	-
2018	도봉구	8월	27	26	-	1	2	1	57	26,958	10,824	16,134	437,485	-	-	-	1	-
2018	도봉구	9월	20	19	-	1	-	-	-	10,970	4,232	6,738	251,030	-	-	-	-	-
2018	도봉구	10월	18	15	2	1	1	-	-	2,543	-	2,543	2,697	1	-	1	-	-
2018	도봉구	11월	16	14	-	2	-	-	30	16,615	10,842	5,773	383,694	-	-	-	-	-
2018	도봉구	12월	20	16	-	4	1	3	47	42,884	20,278	22,606	393,643	-	-	-	6	-
2018	노원구	계	229	200	11	18	15	5	1,299	331,000	105,994	225,006	6,840,069	12	2	10	12	37
2018	노원구	1월	16	15	-	1	-	-	10	6,931	1,332	5,599	1,317,741	-	-	-	-	-
2018	노원구	2월	20	16	1	3	1	2	115	65,570	25,838	39,732	1,376,955	1	-	1	6	4
2018	노원구	3월	24	18	4	2	1	-	1	12,636	2,316	10,320	686,126	1	-	1	-	4
2018	노원구	4월	19	15	2	2	2	-	6	8,863	2,219	6,644	917,318	-	-	-	-	5
2018	노원구	5월	23	20	-	3	3	-	35	14,998	5,848	9,150	195,290	1	-	1	-	3
2018	노원구	6월	11	11	-	-	-	-	46	5,809	1,050	4,759	14,942	-	-	-	-	-
2018	노원구	7월	20	19	-	1	2	-	14	45,687	13,375	32,312	397,954	1	-	1	-	-
2018	노원구	8월	22	20	-	2	1	-	18	61,166	14,139	47,027	195,290	1	-	1	-	11
2018	노원구	9월	18	15	1	2	1	2	45	42,585	24,224	18,361	424,752	4	1	3	3	9
2018	노원구	10월	20	19	-	1	3	1	6	28,216	5,133	23,083	232,451	-	-	-	3	1
2018	노원구	11월	18	16	1	1	1	-	8	8,022	2,861	5,161	714,457	-	-	-	-	-
2018	노원구	12월	18	16	2	-	-	-	995	30,517	7,659	22,858	366,793	3	1	2	-	-
2018	은평구	계	214	184	4	26	12	2	871.5	419,503	217,662	201,841	6,622,784	15	5	10	5	17
2018	은평구	1월	21	18	-	3	3	2	189	114,011	65,832	48,179	292,180	6	5	1	5	5
2018	은평구	2월	14	12	-	2	-	-	138.4	47,660	18,189	29,471	503,953	1	-	1	-	-
2018	은평구	3월	10	7	1	2	-	-	-	11,889	6,838	5,051	217,687	-	-	-	-	-
2018	은평구	4월	20	18	-	2	-	-	7	13,250	6,861	6,389	187,558	-	-	-	-	3
2018	은평구	5월	19	17	-	2	1	-	130	77,828	36,699	41,129	3,609,518	-	-	-	-	1
2018	은평구	6월	18	12	2	4	1	-	256	35,156	24,891	10,265	52,356	3	-	3	-	2
2018	은평구	7월	13	12	-	1	1	-	-	12,212	8,707	3,505	208,520	-	-	-	-	5
2018	은평구	8월	16	15	-	1	-	-	5	6,216	4,779	1,437	224,312	-	-	-	-	-
2018	은평구	9월	24	20	-	4	-	-	91	69,837	31,715	38,122	489,877	1	-	1	-	-
2018	은평구	10월	17	14	1	2	-	-	4.5	11,784	2,970	8,814	152,384	-	-	-	-	-
2018	은평구	11월	19	18	-	1	1	-	3	2,054	1,204	850	274,098	-	-	-	-	-
2018	은평구	12월	23	21	-	2	5	-	47.6	17,606	8,977	8,629	410,341	4	-	4	-	1
2018	서대문구	계	229	210	11	8	22	2	638.96	7,877,501	236,471	7,641,030	170,875,389	13	4	9	61	25
2018	서대문구	1월	20	19	1	-	-	1	33.54	29,075	9,252	19,823	609,861	3	-	3	1	4
2018	서대문구	2월	17	15	2	-	3	-	111	65,851	48,067	17,784	149,895,905	2	1	1	-	4
2018	서대문구	3월	10	10	-	-	-	-	125.42	103,137	80,967	22,170	1,229,232	-	-	-	-	-
2018	서대문구	4월	19	16	2	1	8	-	27	47,988	21,876	26,112	3,130,720	-	-	-	-	2
2018	서대문구	5월	16	14	1	1	-	-	2	13,020	2,121	10,899	45,767	-	-	-	-	2
2018	서대문구	6월	23	21	1	1	1	1	77	14,075	4,231	9,844	591,935	1	-	1	2	8
2018	서대문구	7월	19	18	-	1	1	-	18	4,149	2,153	1,996	328,861	-	-	-	-	-
2018	서대문구	8월	27	25	1	1	2	-	41	21,693	5,643	16,050	2,750,395	2	-	2	38	3
2018	서대문구	9월	21	20	1	-	4	-	20	27,036	10,389	16,647	6,332,033	2	2	-	-	-
2018	서대문구	10월	26	25	1	-	1	-	13	11,741	5,026	6,715	233,739	1	-	1	-	1
2018	서대문구	11월	18	15	-	3	1	-	150	7,524,929	35,996	7,488,933	2,665,116	-	-	-	-	1
2018	서대문구	12월	13	12	1	-	1	-	21	14,807	10,750	4,057	3,061,825	2	1	1	20	-
2018	마포구	계	254	237	2	15	56	-	725	282,984	132,459	150,525	12,091,647	6	2	4	-	23
2018	마포구	1월	31	29	-	2	2	-	81	38,238	20,373	17,865	2,744,861	-	-	-	-	-
2018	마포구	2월	18	16	-	2	7	-	73	62,488	24,493	37,995	849,938	2	2	-	-	1
2018	마포구	3월	18	16	-	2	5	-	143	13,601	6,868	6,733	557,094	-	-	-	-	4
2018	마포구	4월	26	25	-	1	4	-	108.3	12,773	7,015	5,758	1,498,841	-	-	-	-	1
2018	마포구	5월	22	20	1	1	6	-	48.3	11,742	6,082	5,660	389,021	-	-	-	-	2
2018	마포구	6월	15	15	-	-	4	-	9	10,652	6,720	3,932	135,103	-	-	-	-	6
2018	마포구	7월	28	26	-	2	7	-	101	29,071	21,893	7,178	600,524	-	-	-	-	5
2018	마포구	8월	28	26	-	2	9	-	65.4	25,851	9,131	16,720	593,766	-	-	-	-	-
2018	마포구	9월	19	18	-	1	3	-	23	24,407	4,475	19,932	108,884	1	-	1	-	1
2018	마포구	10월	12	11	1	-	1	-	3	3,189	1,547	1,642	2,740,338	1	-	1	-	1
2018	마포구	11월	15	14	-	1	6	-	51	35,747	17,018	18,729	984,516	-	-	-	-	2
2018	마포구	12월	22	21	-	1	2	-	19	15,225	6,844	8,381	888,761	2	-	2	-	-
2018	양천구	계	219	204	4	11	15	1	388.3	357,569	136,819	220,750	24,451,853	12	1	11	2	33
2018	양천구	1월	12	10	1	1	-	-	30	32,302	11,530	20,772	595,448	-	-	-	-	1
2018	양천구	2월	14	11	-	3	3	-	86	69,224	39,450	29,774	2,750,587	1	-	1	-	19
2018	양천구	3월	14	14	-	-	1	1	23.3	13,868	10,261	3,607	1,112,783	-	-	-	2	-
2018	양천구	4월	24	23	1	-	1	-	17	13,246	5,506	7,740	812,672	1	1	-	-	1
2018	양천구	5월	18	14	2	2	-	-	3	14,288	2,168	12,120	326,704	-	-	-	-	-
2018	양천구	6월	18	18	-	-	-	-	1	1,706	287	1,419	121,175	3	-	3	-	-
2018	양천구	7월	19	19	-	-	1	-	-	3,523	1,321	2,202	1,162,411	-	-	-	-	1
2018	양천구	8월	24	23	-	1	2	-	17	14,362	7,622	6,740	6,729,660	2	-	2	-	3
2018	양천구	9월	16	15	-	1	-	-	45	31,594	15,817	15,777	535,828	1	-	1	-	-
2018	양천구	10월	19	19	-	-	1	-	23	27,701	11,487	16,214	9,942,053	1	-	1	-	1
2018	양천구	11월	28	27	-	1	3	-	34	47,792	15,904	31,888	161,677	3	-	3	-	5
2018	양천구	12월	13	11	-	2	3	-	109	87,963	15,466	72,497	200,855	-	-	-	-	2
2018	강서구	계	383	347	12	24	13	16	1,061.8	393,401	196,115	197,286	20,303,007	20	2	18	25	13
2018	강서구	1월	41	38	3	-	4	-	297	73,226	31,662	41,564	1,191,957	3	1	2	-	3
2018	강서구	2월	26	22	1	3	2	1	35	44,081	16,936	27,145	974,989	3	-	3	3	1
2018	강서구	3월	27	25	1	1	-	-	5	4,986	2,762	2,224	161,589	-	-	-	-	1
2018	강서구	4월	41	34	1	6	-	-	3	17,153	7,315	9,838	301,356	1	-	1	-	-
2018	강서구	5월	32	27	4	1	3	2	51	23,312	10,109	13,203	811,293	3	-	3	2	-
2018	강서구	6월	32	27	-	5	1	-	41	38,704	13,298	25,406	447,404	1	-	1	-	-
2018	강서구	7월	36	34	1	1	-	-	30.2	49,123	17,046	32,077	2,199,389	4	1	3	-	4
2018	강서구	8월	41	39	-	2	1	-	13.5	66,842	52,044	14,798	3,726,832	3	-	3	-	2
2018	강서구	9월	30	28	-	2	1	-	47	34,329	26,485	7,844	4,916,047	-	-	-	-	2
2018	강서구	10월	28	26	-	2	1	13	9	10,171	4,974	5,197	547,482	-	-	-	20	-
2018	강서구	11월	22	22	-	-	-	-	9	14,350	7,230	7,120	514,469	1	-	1	-	-
2018	강서구	12월	27	25	1	1	-	-	521.1	17,124	6,254	10,870	4,510,200	1	-	1	-	-
2018	구로구	계	263	238	11	14	17	-	357.8	239,327	74,308	165,019	14,988,322	5	2	3	-	31
2018	구로구	1월	23	22	-	1	1	-	4	16,884	3,818	13,066	1,166,260	-	-	-	-	1
2018	구로구	2월	16	16	-	-	3	-	37	41,941	7,688	34,253	2,264,256	2	1	1	-	1
2018	구로구	3월	27	23	3	1	6	-	104	55,502	21,786	33,716	1,875,251	-	-	-	-	-
2018	구로구	4월	21	16	3	2	-	-	1	13,437	6,830	6,607	676,250	-	-	-	-	-
2018	구로구	5월	15	12	1	2	2	-	19	15,089	3,450	11,639	1,603,261	-	-	-	-	3
2018	구로구	6월	17	17	-	-	-	-	33	14,544	5,628	8,916	440,636	-	-	-	-	-
2018	구로구	7월	30	26	1	3	-	-	49.8	20,993	7,536	13,457	1,296,745	1	-	1	-	3
2018	구로구	8월	24	24	-	-	-	-	33	3,626	675	2,951	324,667	-	-	-	-	6
2018	구로구	9월	27	26	-	1	-	-	5	7,957	346	7,611	1,120,565	-	-	-	-	1
2018	구로구	10월	25	23	1	1	1	-	10	9,026	2,300	6,726	149,130	2	1	1	-	9
2018	구로구	11월	14	12	1	1	-	-	7	3,672	2,070	1,602	1,343,582	-	-	-	-	1
2018	구로구	12월	24	21	1	2	4	-	55	36,656	12,181	24,475	2,727,719	-	-	-	-	6
2018	금천구	계	168	158	3	7	7	1	476	203,806	55,351	148,455	19,353,917	8	-	8	2	37
2018	금천구	1월	16	16	-	-	-	-	-	10,598	-	10,598	11,559,391	-	-	-	-	-
2018	금천구	2월	6	5	1	-	1	-	5	3,078	997	2,081	141,932	-	-	-	-	-
2018	금천구	3월	16	16	-	-	-	-	20	7,938	1,499	6,439	3,323,329	-	-	-	-	-
2018	금천구	4월	15	14	-	1	1	-	45	11,201	4,709	6,492	330,830	1	-	1	-	-
2018	금천구	5월	7	5	1	1	1	1	220	78,078	16,092	61,986	624,058	1	-	1	2	23
2018	금천구	6월	21	19	-	2	2	-	60	16,419	9,057	7,362	326,314	3	-	3	-	3
2018	금천구	7월	16	15	1	-	-	-	16	17,258	3,999	13,259	1,362,670	-	-	-	-	1
2018	금천구	8월	20	19	-	1	-	-	-	3,327	951	2,376	56,597	-	-	-	-	7
2018	금천구	9월	13	12	-	1	-	-	20	10,898	2,657	8,241	61,309	-	-	-	-	-
2018	금천구	10월	14	14	-	-	-	-	23	9,141	1,742	7,399	1,000,697	1	-	1	-	-
2018	금천구	11월	15	15	-	-	2	-	65	27,571	10,986	16,585	397,055	2	-	2	-	3
2018	금천구	12월	9	8	-	1	-	-	2	8,299	2,662	5,637	169,735	-	-	-	-	-
2018	영등포구	계	258	217	11	30	42	25	1,124	704,193	228,065	476,128	27,191,823	27	4	23	34	41
2018	영등포구	1월	25	22	1	2	17	21	420	171,911	73,598	98,313	321,871	10	1	9	21	9
2018	영등포구	2월	24	20	2	2	1	-	136	22,630	10,326	12,304	236,680	-	-	-	-	-
2018	영등포구	3월	26	25	1	-	5	-	31	30,657	6,835	23,822	9,803,069	2	-	2	-	4
2018	영등포구	4월	20	16	-	4	6	-	63	22,003	13,075	8,928	560,806	1	-	1	-	10
2018	영등포구	5월	18	15	2	1	3	-	50	36,614	6,283	30,331	10,528,339	1	1	-	-	1
2018	영등포구	6월	17	12	1	4	4	3	47	34,743	14,767	19,976	1,174,754	3	1	2	10	4
2018	영등포구	7월	15	11	-	4	1	-	5	16,386	5,701	10,685	909,681	-	-	-	-	1
2018	영등포구	8월	26	22	1	3	2	-	19	17,958	3,694	14,264	2,165,220	3	-	3	-	5
2018	영등포구	9월	17	15	-	2	-	-	237	270,163	56,343	213,820	1,205,338	4	-	4	-	2
2018	영등포구	10월	17	15	-	2	1	1	7	36,198	26,532	9,666	60,351	-	-	-	3	-
2018	영등포구	11월	25	21	1	3	-	-	5	5,980	1,331	4,649	45,596	-	-	-	-	3
2018	영등포구	12월	28	23	2	3	2	-	104	38,950	9,580	29,370	180,118	3	1	2	-	2
2018	동작구	계	205	186	7	12	21	17	359	312,925	103,520	209,405	7,302,184	13	4	9	19	15
2018	동작구	1월	14	12	1	1	2	-	7	7,281	3,698	3,583	447,841	1	1	-	-	-
2018	동작구	2월	28	25	1	2	4	-	209	173,622	35,454	138,168	1,910,434	3	1	2	-	2
2018	동작구	3월	8	7	1	-	1	-	3	6,170	2,649	3,521	220,729	2	1	1	-	-
2018	동작구	4월	16	16	-	-	2	-	15	5,657	2,498	3,159	694,844	-	-	-	-	-
2018	동작구	5월	21	18	2	1	1	5	10	19,380	11,472	7,908	1,403,254	3	-	3	7	7
2018	동작구	6월	19	19	-	-	1	-	8	5,397	3,198	2,199	536,934	-	-	-	-	-
