기간	지역	월별	발생	발생	발생	발생	소실	소실	소실	피해액	피해액	피해액	재산피해경감액	인명피해	인명피해	인명피해	이재민수	구조인원
2017	동작구	7월	22	22	-	-	4	-	17	17,437	14,097	3,340	2,041,216	-	-	-	-	3
2017	동작구	8월	20	20	-	-	1	-	15	10,272	4,873	5,399	15,853,260	-	-	-	-	-
2017	동작구	9월	18	15	1	2	1	-	22	20,129	9,216	10,913	1,359,512	3	-	3	-	2
2017	동작구	10월	25	24	-	1	2	-	25	24,097	9,387	14,710	42,840,753	-	-	-	-	1
2017	동작구	11월	20	20	-	-	1	-	12	18,888	5,446	13,442	766,093	-	-	-	-	1
2017	동작구	12월	17	16	1	-	3	-	112	28,617	13,632	14,985	1,013,970	1	1	-	-	1
2017	관악구	계	286	239	15	32	48	7	6,818.12	654,690	320,771	333,919	21,781,978	23	3	20	15	61
2017	관악구	1월	28	25	1	2	5	-	347	39,783	16,853	22,930	3,678,278	1	-	1	-	-
2017	관악구	2월	22	18	1	3	2	-	43	63,358	40,336	23,022	2,559,823	5	-	5	-	23
2017	관악구	3월	25	23	1	1	1	-	485	21,830	13,352	8,478	241,391	2	1	1	-	2
2017	관악구	4월	21	17	3	1	1	-	3,023	13,219	6,532	6,687	110,460	-	-	-	-	5
2017	관악구	5월	26	20	2	4	4	-	1,180	52,704	31,157	21,547	2,531,421	3	-	3	-	2
2017	관악구	6월	27	22	3	2	6	3	1,251.36	72,374	27,317	45,057	472,028	3	1	2	9	4
2017	관악구	7월	18	15	-	3	6	-	18	24,416	15,982	8,434	1,317,304	1	-	1	-	3
2017	관악구	8월	24	21	2	1	4	-	17	16,411	10,237	6,174	1,923,973	1	-	1	-	-
2017	관악구	9월	24	22	1	1	6	-	118	83,197	47,215	35,982	1,771,168	-	-	-	-	-
2017	관악구	10월	18	14	-	4	3	1	80	157,192	36,796	120,396	1,206,853	3	-	3	2	10
2017	관악구	11월	21	16	1	4	6	1	40	60,799	42,094	18,705	1,316,155	3	1	2	1	4
2017	관악구	12월	32	26	-	6	4	2	215.76	49,407	32,900	16,507	4,653,124	1	-	1	3	8
2017	서초구	계	242	220	2	20	3	-	4,190.3	695,667	284,206	411,461	213,125,779	15	2	13	-	4
2017	서초구	1월	28	28	-	-	-	-	35	40,484	7,591	32,893	3,313,720	-	-	-	-	-
2017	서초구	2월	14	13	-	1	-	-	84.5	49,569	4,877	44,692	186,666,488	1	-	1	-	-
2017	서초구	3월	29	28	-	1	-	-	10	22,048	6,963	15,085	1,496,523	1	-	1	-	-
2017	서초구	4월	20	18	-	2	-	-	2,014	30,901	9,909	20,992	11,343,822	1	-	1	-	-
2017	서초구	5월	22	19	-	3	-	-	25	32,599	12,111	20,488	2,188,238	-	-	-	-	-
2017	서초구	6월	17	15	2	-	-	-	58.5	130,528	35,076	95,452	2,680,119	3	2	1	-	2
2017	서초구	7월	16	15	-	1	-	-	33	24,542	1,328	23,214	182,554	1	-	1	-	-
2017	서초구	8월	18	18	-	-	-	-	21.1	13,174	4,165	9,009	317,879	1	-	1	-	-
2017	서초구	9월	15	12	-	3	-	-	52.2	34,537	12,456	22,081	684,474	2	-	2	-	2
2017	서초구	10월	19	16	-	3	-	-	40	23,917	7,262	16,655	598,996	-	-	-	-	-
2017	서초구	11월	21	20	-	1	-	-	802	191,399	126,539	64,860	3,358,407	3	-	3	-	-
2017	서초구	12월	23	18	-	5	3	-	1,015	101,969	55,929	46,040	294,559	2	-	2	-	-
2017	강남구	계	502	469	6	27	67	1	2,210	1,565,258	771,016	794,242	90,639,696	11	-	11	1	20
2017	강남구	1월	56	54	1	1	5	-	180	147,827	52,426	95,401	8,116,276	2	-	2	-	-
2017	강남구	2월	37	34	1	2	4	-	75	29,851	13,922	15,929	5,278,665	-	-	-	-	-
2017	강남구	3월	41	37	-	4	8	-	939	251,884	99,810	152,074	6,611,194	2	-	2	-	2
2017	강남구	4월	46	43	2	1	20	-	154	197,910	102,310	95,600	3,684,360	3	-	3	-	4
2017	강남구	5월	53	52	-	1	5	-	143	113,357	53,518	59,839	24,324,769	1	-	1	-	-
2017	강남구	6월	37	37	-	-	6	-	33	42,920	20,953	21,967	7,063,305	-	-	-	-	-
2017	강남구	7월	50	45	-	5	6	-	143	164,976	84,023	80,953	7,513,093	-	-	-	-	-
2017	강남구	8월	33	31	1	1	1	-	86	106,533	63,789	42,744	9,630,351	1	-	1	-	1
2017	강남구	9월	41	36	1	4	1	-	34	91,435	29,209	62,226	8,228,044	1	-	1	-	6
2017	강남구	10월	33	31	-	2	2	1	354	299,355	220,433	78,922	1,260,865	-	-	-	1	6
2017	강남구	11월	39	37	-	2	4	-	9	24,539	8,100	16,439	5,055,363	1	-	1	-	-
2017	강남구	12월	36	32	-	4	5	-	60	94,671	22,523	72,148	3,873,411	-	-	-	-	1
2017	송파구	계	318	280	7	31	36	5	1,079	639,227	250,145	389,082	9,309,331	16	3	13	10	149
2017	송파구	1월	33	29	2	2	4	-	115	51,744	14,737	37,007	962,725	-	-	-	-	-
2017	송파구	2월	35	32	-	3	3	-	77	48,951	27,704	21,247	482,080	1	-	1	-	-
2017	송파구	3월	27	23	2	2	-	-	5	29,384	10,228	19,156	391,138	3	1	2	-	2
2017	송파구	4월	22	16	2	4	3	-	309	54,131	9,669	44,462	1,035,020	-	-	-	-	-
2017	송파구	5월	25	25	-	-	-	-	-	31,470	1,029	30,441	299,340	-	-	-	-	1
2017	송파구	6월	22	18	-	4	8	1	238	59,343	39,329	20,014	592,468	2	-	2	2	113
2017	송파구	7월	27	25	-	2	1	-	20	29,045	16,239	12,806	967,156	-	-	-	-	-
2017	송파구	8월	25	21	-	4	2	-	33	25,297	11,296	14,001	1,243,110	1	-	1	-	5
2017	송파구	9월	24	20	-	4	3	1	17	13,492	6,200	7,292	1,027,487	2	-	2	3	11
2017	송파구	10월	33	29	1	3	3	-	20	35,311	17,504	17,807	865,740	4	1	3	-	17
2017	송파구	11월	19	18	-	1	3	1	14	20,888	8,157	12,731	823,063	-	-	-	3	-
2017	송파구	12월	26	24	-	2	6	2	231	240,171	88,053	152,118	620,004	3	1	2	2	-
2017	강동구	계	269	236	7	26	19	1	1,201.6	418,593	188,487	230,106	32,242,476	12	-	12	3	40
2017	강동구	1월	21	18	-	3	3	-	158	73,292	41,608	31,684	1,047,776	1	-	1	-	3
2017	강동구	2월	26	23	1	2	-	-	196	35,708	13,557	22,151	1,063,067	-	-	-	-	-
2017	강동구	3월	25	22	1	2	-	-	174	28,924	22,163	6,761	990,168	1	-	1	-	-
2017	강동구	4월	19	17	-	2	-	-	48.5	17,266	8,429	8,837	807,422	-	-	-	-	4
2017	강동구	5월	24	21	1	2	-	-	39.1	54,564	20,229	34,335	753,713	2	-	2	-	2
2017	강동구	6월	28	25	-	3	-	-	13	18,840	5,011	13,829	15,596,494	-	-	-	-	-
2017	강동구	7월	16	14	-	2	-	-	35	28,445	23,208	5,237	745,581	-	-	-	-	-
2017	강동구	8월	29	23	2	4	2	-	182	45,854	10,014	35,840	5,421,387	-	-	-	-	4
2017	강동구	9월	21	18	-	3	-	-	33	21,433	297	21,136	513,199	-	-	-	-	1
2017	강동구	10월	21	19	2	-	2	-	23	16,860	5,689	11,171	764,799	3	-	3	-	26
2017	강동구	11월	23	21	-	2	6	1	214	52,775	24,621	28,154	4,212,126	4	-	4	3	-
2017	강동구	12월	16	15	-	1	6	-	86	24,632	13,661	10,971	326,744	1	-	1	-	-
