기간	지역	월별	발생	발생	발생	발생	소실	소실	소실	피해액	피해액	피해액	재산피해경감액	인명피해	인명피해	인명피해	이재민수	구조인원
2017	노원구	9월	18	17	-	1	2	-	2	5,876	885	4,991	359,961	1	-	1	-	1
2017	노원구	10월	25	25	-	-	1	-	22	16,402	10,426	5,976	842,694	3	-	3	-	2
2017	노원구	11월	15	12	1	2	2	-	200	79,286	40,826	38,460	413,697	1	-	1	-	2
2017	노원구	12월	34	31	1	2	4	1	151	111,086	47,947	63,139	1,608,766	4	1	3	1	-
2017	은평구	계	159	125	2	32	15	2	416.33	218,200	100,299	117,901	1,686,664	3	-	3	3	16
2017	은평구	1월	22	19	-	3	-	-	19.3	19,750	10,541	9,209	-	-	-	-	-	3
2017	은평구	2월	16	11	-	5	3	-	87	64,124	12,009	52,115	-	-	-	-	-	-
2017	은평구	3월	13	10	2	1	1	-	20	8,712	6,288	2,424	-	-	-	-	-	-
2017	은평구	4월	17	12	-	5	1	1	15	14,390	5,700	8,690	-	-	-	-	1	-
2017	은평구	5월	15	12	-	3	-	-	16.14	4,349	2,438	1,911	5,976	-	-	-	-	-
2017	은평구	6월	13	11	-	2	-	-	3	4,155	696	3,459	-	1	-	1	-	-
2017	은평구	7월	14	11	-	3	1	-	41	30,184	13,895	16,289	932,367	-	-	-	-	1
2017	은평구	8월	5	4	-	1	-	-	22	8,293	1,292	7,001	76,217	-	-	-	-	-
2017	은평구	9월	13	11	-	2	-	1	46.5	24,038	18,171	5,867	106,840	2	-	2	2	12
2017	은평구	10월	8	7	-	1	-	-	1	6,309	5,016	1,293	116,040	-	-	-	-	-
2017	은평구	11월	10	6	-	4	9	-	142.39	24,674	17,303	7,371	331,211	-	-	-	-	-
2017	은평구	12월	13	11	-	2	-	-	3	9,222	6,950	2,272	118,013	-	-	-	-	-
2017	서대문구	계	232	215	6	11	13	4	736.38	397,573	181,371	216,202	9,809,621	16	1	15	10	12
2017	서대문구	1월	11	10	-	1	-	1	23.1	17,033	11,622	5,411	624,414	2	-	2	4	1
2017	서대문구	2월	13	9	-	4	2	-	64	25,954	9,218	16,736	832,898	-	-	-	-	-
2017	서대문구	3월	23	20	1	2	2	-	16	27,771	14,221	13,550	159,210	1	-	1	-	2
2017	서대문구	4월	18	18	-	-	3	1	103.48	56,089	20,006	36,083	384,522	2	1	1	1	1
2017	서대문구	5월	17	13	3	1	3	-	25	16,012	5,048	10,964	35,145	-	-	-	-	-
2017	서대문구	6월	21	21	-	-	3	-	57	26,791	11,316	15,475	826,271	1	-	1	-	1
2017	서대문구	7월	20	20	-	-	-	-	-	3,608	1,522	2,086	458,989	-	-	-	-	-
2017	서대문구	8월	28	26	-	2	-	-	66	47,636	15,112	32,524	2,468,616	3	-	3	-	-
2017	서대문구	9월	21	20	1	-	-	2	41	20,042	7,633	12,409	420,921	2	-	2	5	4
2017	서대문구	10월	24	22	1	1	-	-	252.8	115,033	69,410	45,623	1,495,488	1	-	1	-	2
2017	서대문구	11월	24	24	-	-	-	-	48	28,521	8,417	20,104	1,551,190	4	-	4	-	1
2017	서대문구	12월	12	12	-	-	-	-	40	13,083	7,846	5,237	551,957	-	-	-	-	-
2017	마포구	계	235	210	3	22	23	2	5,318.3	1,359,029	1,051,681	307,348	36,240,389	8	1	7	3	16
2017	마포구	1월	23	19	-	4	2	-	40.3	20,974	4,648	16,326	2,896,643	-	-	-	-	-
2017	마포구	2월	19	13	1	5	1	-	52	86,165	18,654	67,511	2,935,792	1	-	1	-	3
2017	마포구	3월	19	18	-	1	-	-	4,010	985,534	923,590	61,944	10,711,516	1	-	1	-	6
2017	마포구	4월	14	14	-	-	1	-	29	14,402	9,404	4,998	258,538	-	-	-	-	-
2017	마포구	5월	16	16	-	-	1	-	793	16,062	8,626	7,436	534,675	-	-	-	-	1
2017	마포구	6월	14	14	-	-	-	-	26	11,213	7,186	4,027	2,352,039	-	-	-	-	-
2017	마포구	7월	21	21	-	-	3	-	97	17,798	9,277	8,521	437,758	-	-	-	-	-
2017	마포구	8월	24	23	-	1	2	-	49	57,369	18,203	39,166	3,562,163	1	-	1	-	3
2017	마포구	9월	28	23	1	4	3	-	60	50,574	16,253	34,321	2,011,163	3	1	2	-	3
2017	마포구	10월	17	15	-	2	3	-	70	22,902	14,118	8,784	6,194,821	1	-	1	-	-
2017	마포구	11월	20	18	-	2	3	-	23	7,325	3,060	4,265	2,876,616	1	-	1	-	-
2017	마포구	12월	20	16	1	3	4	2	69	68,711	18,662	50,049	1,468,665	-	-	-	3	-
2017	양천구	계	244	227	7	10	15	-	890	300,631	110,271	190,360	13,705,813	7	-	7	-	71
2017	양천구	1월	18	18	-	-	-	-	16	2,529	844	1,685	1,022,997	-	-	-	-	-
2017	양천구	2월	19	16	1	2	1	-	15	7,808	5,205	2,603	1,802,356	1	-	1	-	1
2017	양천구	3월	21	19	1	1	-	-	23	16,481	6,852	9,629	230,331	3	-	3	-	2
2017	양천구	4월	20	19	-	1	4	-	70	75,003	6,441	68,562	147,832	-	-	-	-	6
2017	양천구	5월	21	19	1	1	2	-	18	6,628	3,105	3,523	766,778	-	-	-	-	2
2017	양천구	6월	25	24	1	-	1	-	337	5,676	1,917	3,759	129,833	-	-	-	-	-
2017	양천구	7월	28	24	1	3	1	-	62	21,342	11,928	9,414	6,525,117	1	-	1	-	1
2017	양천구	8월	14	14	-	-	-	-	-	937	309	628	109,323	-	-	-	-	3
2017	양천구	9월	19	18	1	-	1	-	16	6,342	3,417	2,925	551,779	-	-	-	-	3
2017	양천구	10월	19	18	-	1	1	-	222	76,326	38,646	37,680	966,280	1	-	1	-	51
2017	양천구	11월	24	23	-	1	4	-	105	76,065	29,699	46,366	639,009	-	-	-	-	-
2017	양천구	12월	16	15	1	-	-	-	6	5,494	1,908	3,586	814,178	1	-	1	-	2
2017	강서구	계	364	330	5	29	14	4	2,628.3	706,871	342,521	364,350	46,790,410	25	3	22	9	11
2017	강서구	1월	31	28	-	3	1	1	245.1	74,447	56,096	18,351	1,053,427	-	-	-	3	-
2017	강서구	2월	36	35	1	-	1	-	315	81,762	49,234	32,528	-	1	-	1	-	-
2017	강서구	3월	39	37	-	2	1	-	55	59,851	24,339	35,512	726,500	3	1	2	-	-
2017	강서구	4월	24	20	-	4	-	-	-	4,806	134	4,672	-	-	-	-	-	-
2017	강서구	5월	35	33	-	2	-	-	105.1	8,720	3,302	5,418	298,484	3	-	3	-	3
2017	강서구	6월	20	16	-	4	-	-	3	11,230	2,214	9,016	6,761,893	-	-	-	-	-
2017	강서구	7월	31	26	2	3	-	-	48	64,222	20,893	43,329	27,178	2	-	2	-	2
2017	강서구	8월	30	25	-	5	-	-	135	90,463	17,461	73,002	195,703	5	-	5	-	5
2017	강서구	9월	36	32	-	4	1	1	174.1	86,385	60,704	25,681	1,159,344	-	-	-	1	-
2017	강서구	10월	26	25	1	-	1	2	50	82,802	18,016	64,786	1,416,598	2	-	2	5	-
2017	강서구	11월	34	33	-	1	6	-	1,470	125,669	85,951	39,718	34,550,891	4	1	3	-	-
2017	강서구	12월	22	20	1	1	3	-	28	16,514	4,177	12,337	600,392	5	1	4	-	1
2017	구로구	계	260	238	3	19	28	-	1,515	460,568	112,488	348,080	16,904,367	6	1	5	-	44
2017	구로구	1월	19	15	1	3	1	-	20	63,882	8,263	55,619	6,571,742	-	-	-	-	3
2017	구로구	2월	18	14	1	3	4	-	26	20,373	6,398	13,975	1,741,803	1	-	1	-	1
2017	구로구	3월	28	26	-	2	5	-	28	10,561	3,465	7,096	985,809	-	-	-	-	-
2017	구로구	4월	22	20	-	2	3	-	78	18,419	9,703	8,716	214,265	-	-	-	-	1
2017	구로구	5월	24	24	-	-	2	-	13	18,213	5,576	12,637	3,522,768	-	-	-	-	29
2017	구로구	6월	23	22	-	1	2	-	1,006	25,319	9,667	15,652	488,380	1	-	1	-	1
2017	구로구	7월	20	18	-	2	-	-	9	12,407	1,391	11,016	822,370	-	-	-	-	-
2017	구로구	8월	28	27	-	1	3	-	104	154,471	16,174	138,297	1,297,187	-	-	-	-	2
2017	구로구	9월	17	17	-	-	3	-	54	39,413	15,279	24,134	111,246	1	-	1	-	4
2017	구로구	10월	25	22	1	2	2	-	27	29,791	15,130	14,661	856,808	2	1	1	-	3
2017	구로구	11월	19	18	-	1	3	-	34	50,726	15,642	35,084	96,194	1	-	1	-	-
2017	구로구	12월	17	15	-	2	-	-	116	16,993	5,800	11,193	195,795	-	-	-	-	-
2017	금천구	계	174	162	4	8	25	3	585	605,549	163,006	442,543	21,160,624	9	2	7	6	30
2017	금천구	1월	14	13	-	1	2	-	15	43,425	3,065	40,360	606,304	-	-	-	-	-
2017	금천구	2월	12	10	-	2	1	-	190	56,142	22,467	33,675	556,786	1	1	-	-	-
2017	금천구	3월	15	14	-	1	3	-	45	60,448	9,819	50,629	1,392,532	-	-	-	-	6
2017	금천구	4월	14	14	-	-	2	-	2	2,160	1,536	624	-	-	-	-	-	-
2017	금천구	5월	15	15	-	-	2	-	20	8,199	5,361	2,838	297,382	1	-	1	-	4
2017	금천구	6월	21	21	-	-	2	-	5	10,159	1,862	8,297	4,347	-	-	-	-	-
2017	금천구	7월	14	14	-	-	-	-	-	16,731	8,251	8,480	11,174,563	-	-	-	-	2
2017	금천구	8월	14	12	-	2	1	-	25	42,584	10,007	32,577	2,731,678	1	-	1	-	-
2017	금천구	9월	15	14	-	1	5	-	159	197,910	29,652	168,258	517,277	-	-	-	-	2
2017	금천구	10월	18	16	2	-	1	-	19	16,815	8,833	7,982	100,144	1	-	1	-	-
2017	금천구	11월	15	12	2	1	4	-	80	127,758	52,296	75,462	3,152,581	5	1	4	-	10
2017	금천구	12월	7	7	-	-	2	3	25	23,218	9,857	13,361	627,030	-	-	-	6	6
2017	영등포구	계	239	218	4	17	46	1	1,697	1,093,594	300,321	793,273	18,826,917	17	1	16	2	89
2017	영등포구	1월	22	20	-	2	8	-	359	233,054	42,171	190,883	188,342	2	-	2	-	1
2017	영등포구	2월	23	19	1	3	3	-	24	54,976	11,962	43,014	8,344,126	1	-	1	-	36
2017	영등포구	3월	18	17	-	1	6	-	600	321,170	129,259	191,911	131,954	3	-	3	-	-
2017	영등포구	4월	15	15	-	-	3	-	120	48,491	18,095	30,396	334,936	3	-	3	-	5
2017	영등포구	5월	23	21	-	2	1	-	142	57,681	15,639	42,042	456,223	-	-	-	-	-
2017	영등포구	6월	30	27	2	1	3	-	210	196,078	35,179	160,899	2,032,007	1	-	1	-	24
2017	영등포구	7월	19	17	1	1	-	-	4	5,772	1,434	4,338	22,765	-	-	-	-	2
2017	영등포구	8월	15	14	-	1	3	-	58	28,992	7,062	21,930	173,924	1	-	1	-	8
2017	영등포구	9월	22	20	-	2	5	1	16	43,256	6,623	36,633	480,879	1	-	1	2	4
2017	영등포구	10월	13	12	-	1	2	-	8	4,163	1,239	2,924	372,620	-	-	-	-	4
2017	영등포구	11월	19	16	-	3	8	-	110	44,448	13,547	30,901	5,842,554	3	-	3	-	5
2017	영등포구	12월	20	20	-	-	4	-	46	55,513	18,111	37,402	446,587	2	1	1	-	-
2017	동작구	계	222	206	6	10	26	1	499	277,144	128,070	149,074	88,183,705	13	3	10	1	25
2017	동작구	1월	11	10	-	1	4	-	21	8,003	6,057	1,946	718,846	1	-	1	-	1
2017	동작구	2월	6	5	1	-	1	-	131	54,028	27,441	26,587	406,130	2	1	1	-	12
2017	동작구	3월	29	26	-	3	2	1	90	45,055	21,469	23,586	11,639,911	1	-	1	1	1
2017	동작구	4월	12	11	-	1	1	-	6	2,350	1,052	1,298	73,543	-	-	-	-	-
2017	동작구	5월	20	16	2	2	3	-	38	40,816	13,335	27,481	700,309	4	1	3	-	3
2017	동작구	6월	22	21	1	-	3	-	10	7,452	2,065	5,387	10,770,162	1	-	1	-	-
